Name,UnitValue,AIFormationType,AIFormationSeparationMultiplier,AIGroupBehaviourType,AIGroupBehaviourDistance,AIGroupAttackBehaviourType,AIGroupAttackSpeed,AIBehaviourType,AIBehaviourDistance,AIAttackBehaviourType,AIAttackSpeed,Fitness
Orion-mutated,-1,-1,0,-1,0,-1,0,4,333.0,0,89.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,111.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,110000.0,0,900.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,113000.0,0,1000.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,114000.0,0,1140.0,0.86
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,90.0,0.9
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,148.75,0,85.0,0.85
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,100.0,0,100.0,0.89
TrailerBeta-mutated,500,1,5,4,200,0,100,4,228.0,0,86.0,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.87
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,169.1,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,178.0,0,210.9,0.89
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,35.0,0,161.5,0.85
WingAlpha-mutated,2000,1,5,7,100,0,100,7,112.0,0,88.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,224.0,0,112.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,100.0,0,50.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,222.0,0,89.0,0.89
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,330.0,0,100.0,0.9
CubicKeeper-mutated,10,1,1,5,100,0,100,5,100.0,0,100.0,0.89
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,26.1,0,300.0,0.87
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,112.0,0.88
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,18.0,0.9
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,342.0,0,100.0,0.86
DaimonDelta-mutated,30,5,1,4,300,0,100,4,255.0,0,85.0,0.85
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,516.0,0,86.0,0.86
DaimonEta-mutated,10,9,1,4,150,3,100,4,26.7,0,0.89,0.89
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,1.1400000000000001,0.86
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,26.4,0,1.0,0.88
DaimonGamma-mutated,20,2,1,4,300,0,100,4,255.0,0,115.0,0.85
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,100.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,165.0,0,100.0,0.9
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,220.0,0,100.0,0.9
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,168.0,0,100.0,0.88
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,44.0,0.88
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,50.0,0,43.0,0.86
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,50.0,0,50.0,0.89
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,43.5,0,50.0,0.87
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,220.0,0,110.0,0.9
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,267.0,0,356.0,0.89
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,339.0,0,452.0,0.87
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,900.0,0,360.0,0.9
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,340.0,0.85
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,330.0,0,360.0,0.9
DaimonSpike-mutated,5,5,1,7,10,0,100,7,11.3,0,113.0,0.87
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,87.0,0.87
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,112.0,0,88.0,0.88
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,880.0,0,112.0,0.88
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,201.25,0,115.0,0.85
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,150.5,0,100.0,0.86
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,900.0,0,90.0,0.9
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,86.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1100.0,0,90.0,0.9
DaimonZeta-mutated,50,2,1,7,200,0,100,7,174.0,0,87.0,0.87
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,115.0,0.85
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,282.5,0,87.0,0.87
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,282.5,0,113.0,0.87
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,89.0,0.89
Frosty-mutated,10,9,1,4,150,3,100,4,27.0,0,27.0,0.9
Ichthyos-mutated,0,6,1,4,150,3,150,4,50.0,0,33.9,0.87
Jack-mutated,10,9,1,4,150,3,100,4,30.0,0,33.6,0.88
Kroma-mutated,10,5,1,7,50,0,100,7,57.0,0,86.0,0.86
KromaChild-mutated,5,5,1,7,50,0,100,7,42.5,0,115.0,0.85
KromaElite-mutated,20,5,1,4,200,0,100,4,230.0,0,100.0,0.85
Larva-mutated,1,5,1,7,50,0,100,7,56.0,0,100.0,0.88
MCCreeper-mutated,20,0,1,4,100,0,100,4,90.0,0,110.0,0.9
MCSkeleton-mutated,20,0,1,4,100,0,100,4,113.0,0,100.0,0.87
Maia-mutated,-1,2,5,-1,0,-1,0,4,330.0,0,90.0,0.9
Marble-mutated,250,1,1.5,5,1000,0,200,5,1150.0,0,230.0,0.85
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,267.0,0,89.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,87.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,850.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,1110.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1140.0,0.86
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,89.0,0.89
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,194.25,0,111.0,0.89
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,115.0,0,100.0,0.85
TrailerBeta-mutated,500,1,5,4,200,0,100,4,230.0,0,115.0,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,212.8,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,226.0,0,165.3,0.87
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,35.0,0,190.0,0.86
WingAlpha-mutated,2000,1,5,7,100,0,100,7,89.0,0,89.0,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,88.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,112.0,0,50.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,172.0,0,86.0,0.86
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,89.0,0.89
CubicKeeper-mutated,10,1,1,5,100,0,100,5,112.0,0,100.0,0.88
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,342.0,0.86
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,90.0,0.9
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,22.8,0.86
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,330.0,0,90.0,0.9
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,88.0,0.88
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,528.0,0,88.0,0.88
DaimonEta-mutated,10,9,1,4,150,3,100,4,26.4,0,1.12,0.88
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,1.11,0.89
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,33.9,0,0.87,0.87
DaimonGamma-mutated,20,2,1,4,300,0,100,4,255.0,0,100.0,0.85
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,86.0,0.86
DaimonLightning-mutated,250,1,3,4,150,0,100,4,168.0,0,112.0,0.88
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,88.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,165.0,0,110.0,0.9
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,57.5,0.85
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,57.0,0,43.0,0.86
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,42.5,0,42.5,0.85
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,50.0,0,50.0,0.86
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,222.0,0,111.0,0.89
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,342.0,0,456.0,0.86
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,400.0,0.87
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,880.0,0,448.0,0.88
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,258.0,0,344.0,0.86
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,444.0,0.89
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,100.0,0.89
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,42.5,0,115.0,0.85
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,85.0,0,85.0,0.85
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1000.0,0,90.0,0.9
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,152.25,0,87.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,157.5,0,90.0,0.9
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1120.0,0,100.0,0.88
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1100.0,0,100.0,0.9
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1120.0,0,100.0,0.88
DaimonZeta-mutated,50,2,1,7,200,0,100,7,200.0,0,100.0,0.85
DroneAlpha-mutated,250,1,5,4,250,0,100,4,222.5,0,100.0,0.89
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,280.0,0,100.0,0.88
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,285.0,0,86.0,0.86
DroneBeta-mutated,250,1,15,4,300,0,100,4,339.0,0,100.0,0.87
Frosty-mutated,10,9,1,4,150,3,100,4,25.5,0,25.5,0.85
Ichthyos-mutated,0,6,1,4,150,3,150,4,44.5,0,33.3,0.89
Jack-mutated,10,9,1,4,150,3,100,4,33.0,0,30.0,0.9
Kroma-mutated,10,5,1,7,50,0,100,7,57.5,0,85.0,0.85
KromaChild-mutated,5,5,1,7,50,0,100,7,55.0,0,110.0,0.9
KromaElite-mutated,20,5,1,4,200,0,100,4,170.0,0,100.0,0.85
Larva-mutated,1,5,1,7,50,0,100,7,50.0,0,86.0,0.86
MCCreeper-mutated,20,0,1,4,100,0,100,4,89.0,0,89.0,0.89
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,100.0,0.9
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,111.0,0.89
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,176.0,0.88
Mars-mutated,1,5,1,7,50,0,100,7,42.5,0,85.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,86.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,4,230.0,0,85.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1100.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,87000.0,0,1000.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,113000.0,0,870.0,0.87
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,87.0,0.87
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,175.0,0,111.0,0.89
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,100.0,0,87.0,0.87
TrailerBeta-mutated,500,1,5,4,200,0,100,4,222.0,0,100.0,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,218.5,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,212.8,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,172.0,0,216.6,0.86
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,30.1,0,216.6,0.86
WingAlpha-mutated,2000,1,5,7,100,0,100,7,100.0,0,87.0,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,222.0,0,100.0,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,85.0,0,50.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,224.0,0,112.0,0.88
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,342.0,0,86.0,0.86
CubicKeeper-mutated,10,1,1,5,100,0,100,5,85.0,0,85.0,0.85
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,336.0,0.88
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,88.0,0.88
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,17.6,0.88
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,113.0,0.87
DaimonDelta-mutated,30,5,1,4,300,0,100,4,333.0,0,100.0,0.89
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,522.0,0,100.0,0.87
DaimonEta-mutated,10,9,1,4,150,3,100,4,30.0,0,0.89,0.89
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.87
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.87
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,88.0,0.88
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,112.0,0.88
DaimonLightning-mutated,250,1,3,4,150,0,100,4,129.0,0,114.0,0.86
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,222.0,0,89.0,0.89
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,150.0,0,112.0,0.88
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,55.0,0.9
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,55.5,0,44.5,0.89
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,57.0,0,50.0,0.86
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,56.5,0,43.5,0.87
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,180.0,0,100.0,0.9
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,330.0,0,400.0,0.9
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,400.0,0.88
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1130.0,0,400.0,0.87
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,330.0,0,360.0,0.9
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,255.0,0,400.0,0.85
DaimonSpike-mutated,5,5,1,7,10,0,100,7,11.4,0,86.0,0.86
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,56.0,0,112.0,0.88
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,113.0,0,100.0,0.87
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,890.0,0,111.0,0.89
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,100.0,0.85
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,175.0,0,86.0,0.86
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1110.0,0,100.0,0.89
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1150.0,0,115.0,0.85
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,100.0,0.86
DaimonZeta-mutated,50,2,1,7,200,0,100,7,228.0,0,114.0,0.86
DroneAlpha-mutated,250,1,5,4,250,0,100,4,285.0,0,114.0,0.86
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,277.5,0,100.0,0.89
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,280.0,0,88.0,0.88
DroneBeta-mutated,250,1,15,4,300,0,100,4,345.0,0,115.0,0.85
Frosty-mutated,10,9,1,4,150,3,100,4,30.0,0,33.6,0.88
Ichthyos-mutated,0,6,1,4,150,3,150,4,57.5,0,30.0,0.85
Jack-mutated,10,9,1,4,150,3,100,4,33.6,0,26.4,0.88
Kroma-mutated,10,5,1,7,50,0,100,7,50.0,0,114.0,0.86
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,89.0,0.89
KromaElite-mutated,20,5,1,4,200,0,100,4,222.0,0,111.0,0.89
Larva-mutated,1,5,1,7,50,0,100,7,50.0,0,85.0,0.85
MCCreeper-mutated,20,0,1,4,100,0,100,4,85.0,0,100.0,0.85
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,114.0,0.86
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,90.0,0.9
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,200.0,0.89
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,114.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,4,330.0,0,90.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,89.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,90000.0,0,900.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,1110.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,88000.0,0,1120.0,0.88
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,85.0,0.85
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,175.0,0,100.0,0.88
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,85.0,0,115.0,0.85
TrailerBeta-mutated,500,1,5,4,200,0,100,4,230.0,0,100.0,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,165.3,0.87
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,178.0,0,190.0,0.89
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,30.1,0,163.4,0.86
WingAlpha-mutated,2000,1,5,7,100,0,100,7,114.0,0,100.0,0.86
Argos-mutated,-1,2,5,-1,0,-1,0,4,176.0,0,112.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,100.0,0,44.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,180.0,0,110.0,0.9
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,333.0,0,89.0,0.89
CubicKeeper-mutated,10,1,1,5,100,0,100,5,100.0,0,88.0,0.88
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,33.6,0,336.0,0.88
DaimonBeta-mutated,20,0,1,4,300,0,100,4,345.0,0,85.0,0.85
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,20.0,0.9
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,267.0,0,111.0,0.89
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,112.0,0.88
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,600.0,0,115.0,0.85
DaimonEta-mutated,10,9,1,4,150,3,100,4,30.0,0,0.9,0.9
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.88
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,30.0,0,1.15,0.85
DaimonGamma-mutated,20,2,1,4,300,0,100,4,345.0,0,85.0,0.85
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,114.0,0.86
DaimonLightning-mutated,250,1,3,4,150,0,100,4,172.5,0,100.0,0.85
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,170.0,0,115.0,0.85
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,166.5,0,100.0,0.89
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,44.0,0.88
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,56.0,0,50.0,0.88
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,42.5,0,50.0,0.85
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,50.0,0,44.0,0.88
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,220.0,0,90.0,0.9
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,340.0,0.85
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,339.0,0,400.0,0.87
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1120.0,0,448.0,0.88
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,264.0,0,352.0,0.88
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,258.0,0,344.0,0.86
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,115.0,0.85
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,112.0,0.88
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,100.0,0,87.0,0.87
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,890.0,0,111.0,0.89
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,100.0,0.85
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,199.5,0,114.0,0.86
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,880.0,0,88.0,0.88
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,85.0,0.85
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,870.0,0,100.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,200.0,0,89.0,0.89
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,100.0,0.88
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,250.0,0,85.0,0.85
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,250.0,0,86.0,0.86
DroneBeta-mutated,250,1,15,4,300,0,100,4,330.0,0,100.0,0.9
Frosty-mutated,10,9,1,4,150,3,100,4,33.3,0,33.3,0.89
Ichthyos-mutated,0,6,1,4,150,3,150,4,56.5,0,26.1,0.87
Jack-mutated,10,9,1,4,150,3,100,4,30.0,0,34.5,0.85
Kroma-mutated,10,5,1,7,50,0,100,7,43.0,0,114.0,0.86
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,115.0,0.85
KromaElite-mutated,20,5,1,4,200,0,100,4,222.0,0,111.0,0.89
Larva-mutated,1,5,1,7,50,0,100,7,43.5,0,87.0,0.87
MCCreeper-mutated,20,0,1,4,100,0,100,4,100.0,0,115.0,0.85
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,90.0,0.9
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,100.0,0.85
Marble-mutated,250,1,1.5,5,1000,0,200,5,1100.0,0,220.0,0.9
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,100.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,110.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,111.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,850.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,1000.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,114000.0,0,1000.0,0.86
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,110.0,0.9
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,175.0,0,100.0,0.88
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,114.0,0,100.0,0.86
TrailerBeta-mutated,500,1,5,4,200,0,100,4,200.0,0,111.0,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,171.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,226.0,0,190.0,0.87
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,30.8,0,190.0,0.88
WingAlpha-mutated,2000,1,5,7,100,0,100,7,87.0,0,87.0,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,100.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,85.0,0,50.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,114.0,0.86
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,336.0,0,112.0,0.88
CubicKeeper-mutated,10,1,1,5,100,0,100,5,90.0,0,90.0,0.9
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,270.0,0.9
DaimonBeta-mutated,20,0,1,4,300,0,100,4,333.0,0,100.0,0.89
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,17.6,0.88
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,339.0,0,87.0,0.87
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,112.0,0.88
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,600.0,0,100.0,0.9
DaimonEta-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.85
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,1.1400000000000001,0.86
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,33.6,0,0.88,0.88
DaimonGamma-mutated,20,2,1,4,300,0,100,4,261.0,0,100.0,0.87
DaimonKnight-mutated,5,2,1,7,19,0,100,7,16.15,0,85.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,171.0,0,114.0,0.86
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,176.0,0,88.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,171.0,0,100.0,0.86
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.9
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,45.0,0,50.0,0.9
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,45.0,0,55.0,0.9
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,55.0,0,50.0,0.9
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,228.0,0,100.0,0.86
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,345.0,0,400.0,0.85
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,258.0,0,344.0,0.86
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1000.0,0,400.0,0.9
